incident_id,case_number,report_date,report_time,occurred_date,occurred_time,crime_type,crime_category,ucr_code,crime_severity,premises_type,location_description,latitude,longitude,district,beat,neighborhood,zip_code,ward,victim_count,victim_age_group,victim_gender,victim_race,suspect_count,suspect_age_group,suspect_gender,suspect_race,arrest_made,arrest_date,charges_filed,case_status,clearance_type,weapon_used,domestic_related,gang_related,hate_crime,property_damage,estimated_loss,stolen_vehicles,recovered_property,officer_id,responding_officers,investigation_hours,witnesses,evidence_collected,video_footage,day_of_week,time_category,season,month,year,is_holiday,weather,temperature_f,reported_by,priority_level,arrest_date_status,arrest_status
INC00002960,2023-002960,2023-05-20,21:24:00,2023-05-15,22:45:00,Homicide,Violent,8L,Misdemeanor,Parking Lot,4956 Cedar St,40.491291,-74.153831,East,5C,Hillside,20031,8,1,25-34,Unknown,Other,1,35-44,Female,Black,Yes,2023-07-15,No,Under Investigation,Exceptional,Blunt Object,No,No,Yes,No,34634,0,Yes,OFF0422,2,66,4,Yes,No,Monday,Night,Spring,May,2023,No,Cloudy,69,Officer,Medium,Recorded,Completed
INC00002961,2023-002961,2023-12-27,08:03:00,2023-12-23,03:12:00,Burglary,Property,9P,Infraction,Convenience Store,5142 Oak St,40.948802,-74.098898,West,11B,Eastbrook,38742,8,4,35-44,Female,Asian,1,Unknown,Female,Unknown,Yes,,Yes,Suspended,Unknown,Knife,No,No,No,No,0,0,No,OFF0133,3,89,4,No,Yes,Friday,Night,Winter,December,2023,No,Clear,40,Third Party,High,Not Applicable / Pending,Pending
INC00002962,2023-002962,2023-10-23,01:17:00,2023-10-16,05:03:00,Weapons Violation,Other,6H,Infraction,Bank,3527 Cedar St,40.48576,-73.991922,Downtown,19C,Harbor District,43907,15,2,45-54,Unknown,Asian,2,35-44,Unknown,Other,Yes,2024-01-07,No,Closed - Arrested,Unknown,Unknown,Yes,No,Yes,Yes,0,0,No,OFF0197,3,75,1,Yes,Yes,Wednesday,Morning,Fall,October,2023,No,Rain,31,Anonymous,High,Recorded,Completed
INC00002963,2023-002963,2023-05-10,10:09:00,2023-05-05,17:10:00,Vandalism,Other,8I,Misdemeanor,Gas Station,2100 Pine St,40.485356,-73.892464,East,3E,Downtown Core,61440,4,2,35-44,Female,Other,2,18-24,Female,Asian,Yes,,No,Under Investigation,Unknown,Unknown,Yes,No,No,No,0,0,Yes,OFF0180,3,117,2,Yes,No,Friday,Evening,Spring,May,2023,No,Clear,51,Witness,Medium,Not Applicable / Pending,Pending
INC00002964,2023-002964,2023-07-26,13:56:00,2023-07-25,03:04:00,Assault,Violent,3H,Infraction,Convenience Store,611 Cedar St,40.793827,-74.106658,Suburbs,12C,Riverside,32114,12,1,18-24,Unknown,Asian,2,Unknown,Unknown,Unknown,Yes,,Yes,Closed - Arrested,Unknown,Unknown,No,No,No,Yes,0,0,Yes,OFF0161,3,189,2,No,No,Friday,Night,Summer,July,2023,No,Cloudy,78,Third Party,Medium,Not Applicable / Pending,Pending
INC00002965,2023-002965,2023-05-18,00:33:00,2023-05-12,17:08:00,Drug Offense,Other,4N,Misdemeanor,Park,8451 Elm St,40.83442,-73.940648,North,20B,Downtown Core,40691,1,3,65+,Male,Asian,3,Unknown,Female,Asian,No,,No,Suspended,Unknown,Unknown,No,No,No,Yes,0,0,No,OFF0344,1,96,2,No,Yes,Saturday,Evening,Spring,May,2023,No,Fog,87,Officer,Low,Not Applicable / Pending,Not Applicable
INC00002966,2023-002966,2023-05-19,10:03:00,2023-05-16,15:32:00,DUI,Other,7H,Misdemeanor,Restaurant,2895 Oak St,40.529298,-74.078939,North,19B,Eastbrook,54929,6,3,0-17,Unknown,Hispanic,1,Unknown,Unknown,Black,No,,No,Under Investigation,Unknown,Unknown,No,No,No,Yes,0,0,No,OFF0395,2,24,0,No,Yes,Sunday,Afternoon,Spring,May,2023,No,Fog,49,Witness,Medium,Not Applicable / Pending,Not Applicable
INC00002967,2023-002967,2023-12-24,08:33:00,2023-12-20,11:26:00,Vandalism,Other,4K,Misdemeanor,Commercial,2198 Pine St,40.95516,-74.167493,East,11C,Hillside,18718,14,1,25-34,Female,Asian,2,45-54,Unknown,Unknown,No,,No,Suspended,Exceptional,Blunt Object,Yes,No,No,No,11727,0,No,OFF0236,2,107,0,No,Yes,Tuesday,Morning,Winter,December,2023,No,Fog,73,Officer,High,Not Applicable / Pending,Not Applicable
INC00002968,2023-002968,2023-05-03,11:44:00,2023-04-28,16:51:00,Robbery,Property,7J,Misdemeanor,Park,8883 Main St,40.5913,-73.872064,West,15B,Eastbrook,49787,11,3,35-44,Female,Black,0,Unknown,Female,White,No,,Yes,Open,Arrest,Unknown,No,No,No,No,0,0,Yes,OFF0389,2,130,0,No,No,Friday,Afternoon,Spring,May,2023,No,Rain,89,Officer,High,Not Applicable / Pending,Not Applicable
INC00002969,2023-002969,2023-06-19,16:32:00,2023-06-16,22:27:00,Sexual Assault,Violent,6D,Felony,Park,2546 Oak St,40.951209,-74.042846,Suburbs,18D,Hillside,45529,5,1,0-17,Male,Asian,2,Unknown,Unknown,Other,No,,Yes,Closed - Unfounded,Unknown,Unknown,No,No,No,No,0,0,Yes,OFF0496,1,123,3,No,No,Wednesday,Night,Summer,June,2023,No,Clear,42,Witness,High,Not Applicable / Pending,Not Applicable
INC00002970,2023-002970,2023-07-25,01:49:00,2023-07-20,16:51:00,Theft,Property,1R,Misdemeanor,Restaurant,3545 Maple St,40.604096,-74.24247,Central,18A,Westside,11787,1,4,25-34,Female,Asian,2,Unknown,Unknown,Hispanic,No,,No,Closed - Unfounded,Unknown,Other,No,Yes,Yes,No,40811,0,Yes,OFF0271,3,79,1,Yes,No,Thursday,Afternoon,Summer,July,2023,No,Clear,48,Anonymous,Medium,Not Applicable / Pending,Not Applicable
INC00002971,2023-002971,2023-11-10,23:09:00,2023-11-08,03:56:00,Assault,Violent,9O,Infraction,Mall,1260 Pine St,40.871417,-74.149359,West,3B,Southview,21916,3,1,35-44,Female,Other,0,45-54,Male,Unknown,No,,Yes,Closed - Unfounded,Unfounded,Unknown,No,No,No,Yes,33210,0,No,OFF0461,1,156,2,Yes,No,Sunday,Night,Fall,November,2023,No,Fog,35,Third Party,High,Not Applicable / Pending,Not Applicable
INC00002972,2023-002972,2023-08-08,23:40:00,2023-08-02,22:00:00,Theft,Property,5R,Misdemeanor,Parking Lot,9594 Cedar St,40.939391,-73.873727,East,10B,Riverside,93104,1,2,65+,Female,Unknown,1,Unknown,Unknown,Asian,No,,No,Closed - Arrested,Unfounded,Unknown,No,No,No,No,0,0,Yes,OFF0338,3,148,0,No,Yes,Thursday,Night,Summer,August,2023,No,Rain,40,Third Party,Medium,Not Applicable / Pending,Not Applicable
INC00002973,2023-002973,2023-09-08,14:01:00,2023-09-07,10:59:00,Weapons Violation,Other,7N,Misdemeanor,Commercial,5428 Main St,40.693171,-73.771096,West,15B,Hillside,15320,8,4,0-17,Male,Hispanic,0,Unknown,Unknown,Hispanic,No,,No,Closed - Arrested,Arrest,Unknown,No,No,No,No,0,0,Yes,OFF0214,3,137,2,No,No,Sunday,Morning,Fall,September,2023,No,Snow,88,Anonymous,Medium,Not Applicable / Pending,Not Applicable
INC00002974,2023-002974,2023-10-09,16:48:00,2023-10-03,14:31:00,Homicide,Violent,6Z,Misdemeanor,Residence,4198 Maple St,40.848402,-74.153307,Downtown,12D,Northgate,46681,8,4,25-34,Female,Hispanic,1,Unknown,Unknown,White,Yes,,No,Open,Arrest,Firearm,Yes,No,No,No,0,0,No,OFF0008,3,106,2,No,No,Wednesday,Afternoon,Fall,October,2023,No,Cloudy,41,Witness,High,Not Applicable / Pending,Pending
INC00002975,2023-002975,2023-10-22,03:10:00,2023-10-18,01:31:00,Assault,Violent,1I,Misdemeanor,Convenience Store,8871 Elm St,40.768419,-73.844717,Downtown,7B,Westside,53712,6,1,35-44,Male,Unknown,1,Unknown,Unknown,Hispanic,Yes,,No,Open,Unfounded,Unknown,No,No,No,Yes,0,0,Yes,OFF0169,1,136,3,No,No,Tuesday,Night,Fall,October,2023,No,Snow,45,Anonymous,Medium,Not Applicable / Pending,Pending
INC00002976,2023-002976,2023-05-26,10:21:00,2023-05-25,18:47:00,Domestic Violence,Other,3S,Misdemeanor,Office,461 Elm St,40.67738,-73.90906,Downtown,3B,Midtown,55066,15,1,0-17,Female,White,1,Unknown,Male,Unknown,Yes,2023-08-07,No,Closed - Arrested,Unknown,Knife,No,No,No,No,46941,0,Yes,OFF0286,2,124,2,Yes,Yes,Sunday,Evening,Spring,May,2023,No,Cloudy,50,Victim,Medium,Recorded,Completed
INC00002977,2023-002977,2023-10-02,18:26:00,2023-09-25,22:33:00,Sexual Assault,Violent,3O,Felony,Street,9370 Pine St,40.834317,-73.970956,West,13A,Harbor District,98183,13,2,25-34,Male,Black,3,Unknown,Female,Unknown,No,,No,Closed - Cleared,Unfounded,Unknown,No,No,No,Yes,26644,0,No,OFF0076,2,59,3,No,No,Wednesday,Night,Fall,October,2023,No,Rain,86,Anonymous,High,Not Applicable / Pending,Not Applicable
INC00002978,2023-002978,2023-06-19,13:06:00,2023-06-19,23:38:00,Weapons Violation,Other,4J,Misdemeanor,Gas Station,3971 Pine St,40.63762,-74.184656,East,16E,Downtown Core,21005,4,3,45-54,Male,Asian,2,Unknown,Unknown,Unknown,No,,No,Suspended,Unknown,Knife,No,No,No,Yes,0,0,No,OFF0073,2,167,4,Yes,Yes,Wednesday,Night,Summer,June,2023,Yes,Clear,65,Victim,Medium,Not Applicable / Pending,Not Applicable
INC00002979,2023-002979,2023-08-31,10:45:00,2023-08-26,16:18:00,Domestic Violence,Other,3K,Misdemeanor,Office,118 Elm St,40.624851,-73.953178,West,13E,Southview,81097,11,4,25-34,Female,Unknown,2,Unknown,Unknown,Other,No,,No,Open,Unknown,Unknown,Yes,No,No,Yes,0,0,No,OFF0009,3,128,0,Yes,No,Saturday,Afternoon,Fall,September,2023,No,Rain,35,Anonymous,Low,Not Applicable / Pending,Not Applicable
INC00002980,2023-002980,2023-03-06,08:37:00,2023-03-04,09:03:00,Burglary,Property,8L,Infraction,Hospital,7781 Pine St,40.896625,-73.88435,North,17D,Oak Park,18905,12,3,55-64,Female,Other,3,Unknown,Unknown,Unknown,No,,No,Suspended,Unknown,Unknown,No,No,No,Yes,29883,0,Yes,OFF0269,1,63,1,No,No,Wednesday,Morning,Spring,March,2023,No,Rain,46,Victim,Medium,Not Applicable / Pending,Not Applicable
INC00002981,2023-002981,2023-04-11,01:55:00,2023-04-07,21:57:00,DUI,Other,8C,Felony,Transit,8262 Main St,40.910974,-73.892464,West,1B,Harbor District,55917,2,1,45-54,Female,Hispanic,3,0-17,Female,Unknown,No,,Yes,Closed - Cleared,Unknown,Unknown,Yes,Yes,No,No,25486,0,No,OFF0304,3,119,3,No,Yes,Thursday,Night,Spring,April,2023,No,Snow,42,Witness,High,Not Applicable / Pending,Not Applicable
INC00002982,2023-002982,2023-09-02,01:00:00,2023-08-28,06:55:00,Domestic Violence,Other,8V,Misdemeanor,Transit,4184 Elm St,40.566161,-73.780317,West,4E,Downtown Core,56432,11,1,35-44,Unknown,Asian,2,35-44,Male,Unknown,No,,Yes,Closed - Arrested,Arrest,Unknown,No,No,No,Yes,6616,0,No,OFF0213,1,154,4,No,No,Monday,Morning,Fall,September,2023,No,Cloudy,40,Officer,High,Not Applicable / Pending,Not Applicable
INC00002983,2023-002983,2023-07-17,16:21:00,2023-07-13,03:52:00,Cybercrime,Other,7H,Infraction,School,4632 Pine St,40.56155,-74.063039,Downtown,18E,Hillside,35961,13,2,25-34,Male,Other,1,Unknown,Unknown,Hispanic,No,,No,Open,Unknown,Unknown,No,No,No,No,21999,0,No,OFF0226,2,165,1,Yes,No,Wednesday,Night,Summer,July,2023,No,Fog,78,Anonymous,High,Not Applicable / Pending,Not Applicable
INC00002984,2023-002984,2023-04-08,20:14:00,2023-04-04,11:51:00,Burglary,Property,6A,Felony,Restaurant,8896 Cedar St,40.864581,-73.874878,West,17E,Westside,48108,14,4,35-44,Unknown,Hispanic,3,Unknown,Unknown,Black,No,,Yes,Under Investigation,Unknown,Firearm,No,No,No,No,0,0,No,OFF0068,2,171,4,No,Yes,Monday,Morning,Spring,April,2023,No,Snow,61,Victim,Medium,Not Applicable / Pending,Not Applicable
INC00002985,2023-002985,2023-12-10,17:36:00,2023-12-10,12:36:00,Fraud,Other,3P,Felony,Gas Station,6173 Main St,40.901565,-74.093672,North,19A,Riverside,47811,5,4,65+,Unknown,Asian,3,Unknown,Unknown,Black,Yes,,Yes,Closed - Arrested,Unfounded,Unknown,No,No,No,Yes,23237,0,Yes,OFF0422,3,24,4,No,No,Tuesday,Afternoon,Winter,December,2023,No,Snow,71,Officer,Medium,Not Applicable / Pending,Pending
INC00002986,2023-002986,2023-03-21,15:24:00,2023-03-20,15:28:00,Theft,Property,7O,Felony,Transit,795 Main St,40.631316,-74.113794,West,1C,Hillside,16156,7,1,Unknown,Unknown,Unknown,0,Unknown,Unknown,Other,Yes,2023-06-18,No,Closed - Cleared,Arrest,Unknown,No,No,No,No,0,0,No,OFF0369,3,148,2,No,Yes,Thursday,Afternoon,Spring,March,2023,No,Rain,72,Victim,Medium,Recorded,Completed
INC00002987,2023-002987,2023-08-20,23:40:00,2023-08-15,00:31:00,DUI,Other,4N,Infraction,Transit,1423 Main St,40.736006,-73.790959,South,7E,Harbor District,63266,11,1,0-17,Female,Unknown,1,35-44,Unknown,Asian,No,,Yes,Under Investigation,Unknown,Unknown,No,No,No,No,13499,0,Yes,OFF0191,2,63,4,Yes,No,Tuesday,Night,Summer,August,2023,No,Fog,47,Officer,Medium,Not Applicable / Pending,Not Applicable
INC00002988,2023-002988,2023-08-10,22:42:00,2023-08-05,21:17:00,Weapons Violation,Other,9O,Felony,Convenience Store,6878 Cedar St,40.754206,-73.84626,South,12D,Riverside,56350,10,2,25-34,Male,Black,0,18-24,Unknown,Asian,Yes,,No,Closed - Arrested,Unfounded,Unknown,Yes,No,No,Yes,22005,0,No,OFF0052,2,170,4,Yes,Yes,Saturday,Night,Summer,August,2023,No,Fog,59,Officer,High,Not Applicable / Pending,Pending
INC00002989,2023-002989,2023-05-07,07:16:00,2023-05-01,14:30:00,Vehicle Theft,Property,9U,Felony,Gas Station,2304 Oak St,40.754383,-73.916062,West,3E,Midtown,35793,5,2,65+,Female,Other,3,Unknown,Unknown,Unknown,Yes,2023-05-28,No,Open,Unfounded,Unknown,No,No,No,Yes,0,1,No,OFF0373,1,106,1,No,No,Tuesday,Afternoon,Spring,May,2023,No,Snow,35,Victim,Medium,Recorded,Completed
INC00002990,2023-002990,2023-08-07,20:35:00,2023-08-06,05:33:00,Homicide,Violent,8G,Felony,Street,6004 Elm St,40.730245,-74.096742,Central,12D,Downtown Core,79762,12,4,25-34,Unknown,Unknown,0,0-17,Male,Unknown,Yes,,No,Under Investigation,Unknown,Unknown,No,No,No,No,3580,0,No,OFF0412,2,5,3,No,Yes,Wednesday,Morning,Summer,August,2023,No,Cloudy,53,Victim,High,Not Applicable / Pending,Pending
INC00002991,2023-002991,2023-09-17,20:13:00,2023-09-14,15:35:00,Theft,Property,5S,Felony,Gas Station,5569 Cedar St,40.718071,-74.153642,Central,18A,Riverside,33597,11,2,18-24,Unknown,Hispanic,1,Unknown,Unknown,Unknown,Yes,,No,Closed - Unfounded,Unknown,Unknown,No,No,No,Yes,0,0,No,OFF0332,3,28,4,No,Yes,Tuesday,Afternoon,Fall,September,2023,No,Fog,42,Anonymous,Low,Not Applicable / Pending,Pending
INC00002992,2023-002992,2023-08-19,20:39:00,2023-08-13,20:49:00,Burglary,Property,6J,Infraction,Convenience Store,6734 Oak St,40.75192,-73.783205,Downtown,14B,Oak Park,32164,6,1,65+,Male,Other,2,45-54,Unknown,Unknown,No,,Yes,Suspended,Unknown,Unknown,No,No,No,No,0,0,No,OFF0339,2,192,3,Yes,No,Monday,Evening,Summer,August,2023,No,Clear,56,Officer,High,Not Applicable / Pending,Not Applicable
INC00002993,2023-002993,2023-01-06,13:18:00,2023-01-02,03:33:00,Drug Offense,Other,3V,Misdemeanor,Commercial,5456 Maple St,40.830384,-73.978396,East,2B,Southview,19644,2,1,65+,Male,White,2,Unknown,Unknown,Hispanic,No,,No,Closed - Cleared,Unfounded,Unknown,Yes,No,No,No,3708,0,No,OFF0041,3,52,1,No,No,Sunday,Night,Winter,January,2023,No,Fog,35,Anonymous,High,Not Applicable / Pending,Not Applicable
INC00002994,2023-002994,2023-10-23,05:37:00,2023-10-22,22:23:00,Arson,Other,2J,Misdemeanor,Bank,9290 Pine St,40.915888,-73.878836,East,10A,Westside,38064,14,2,65+,Female,Black,2,Unknown,Unknown,Unknown,No,,Yes,Under Investigation,Exceptional,Unknown,No,No,No,Yes,0,0,No,OFF0387,1,26,2,Yes,Yes,Wednesday,Night,Fall,October,2023,No,Clear,72,Victim,High,Not Applicable / Pending,Not Applicable
INC00002995,2023-002995,2023-08-20,06:52:00,2023-08-15,16:16:00,Homicide,Violent,4N,Felony,Street,9016 Elm St,40.488972,-73.773587,East,5B,Southview,33465,10,1,35-44,Male,Hispanic,3,Unknown,Unknown,Asian,No,,Yes,Under Investigation,Unknown,Unknown,No,No,No,Yes,0,0,No,OFF0312,2,26,0,No,No,Tuesday,Afternoon,Summer,August,2023,No,Fog,38,Anonymous,Low,Not Applicable / Pending,Not Applicable
INC00002996,2023-002996,2023-07-03,05:46:00,2023-07-03,01:13:00,Domestic Violence,Other,3J,Infraction,School,609 Oak St,40.755361,-74.223173,East,14D,Riverside,48888,2,4,65+,Female,Unknown,0,55+,Female,Unknown,No,,No,Closed - Cleared,Unfounded,Unknown,Yes,No,No,Yes,39216,0,No,OFF0287,2,174,2,Yes,No,Wednesday,Night,Summer,July,2023,No,Snow,45,Officer,Medium,Not Applicable / Pending,Not Applicable
INC00002997,2023-002997,2023-12-27,16:34:00,2023-12-26,20:40:00,Domestic Violence,Other,3B,Infraction,Restaurant,5771 Oak St,40.731563,-74.216699,Downtown,13C,Riverside,21267,1,3,25-34,Female,Hispanic,0,18-24,Unknown,Black,Yes,2024-02-25,No,Open,Arrest,Unknown,No,No,No,No,14826,0,No,OFF0252,1,83,3,Yes,No,Friday,Evening,Winter,December,2023,No,Snow,37,Anonymous,Low,Recorded,Completed
INC00002998,2023-002998,2023-03-14,05:49:00,2023-03-13,22:38:00,Cybercrime,Other,5D,Infraction,Other,3949 Main St,40.867682,-74.054853,West,18C,Riverside,64647,6,3,18-24,Unknown,Black,2,35-44,Female,White,No,,No,Suspended,Unknown,Unknown,No,No,No,Yes,0,0,No,OFF0418,2,184,3,No,No,Thursday,Night,Spring,March,2023,No,Snow,75,Anonymous,Medium,Not Applicable / Pending,Not Applicable
INC00002999,2023-002999,2023-09-23,04:11:00,2023-09-19,10:47:00,Burglary,Property,9G,Infraction,Residence,6224 Elm St,40.594298,-74.208604,Suburbs,15B,Eastbrook,94145,15,4,0-17,Male,White,2,Unknown,Male,Unknown,No,,Yes,Closed - Cleared,Unknown,Unknown,Yes,No,No,Yes,0,0,Yes,OFF0377,2,184,3,Yes,No,Monday,Morning,Fall,September,2023,No,Cloudy,33,Officer,High,Not Applicable / Pending,Not Applicable
INC00003000,2023-003000,2023-06-07,13:33:00,2023-06-05,22:25:00,Homicide,Violent,2R,Infraction,Park,5081 Maple St,40.706869,-74.048557,North,6A,Westside,68891,9,4,Unknown,Male,Other,1,Unknown,Unknown,Unknown,Yes,2023-08-26,No,Under Investigation,Unknown,Knife,No,No,No,No,30558,0,No,OFF0103,3,45,3,No,No,Friday,Night,Summer,June,2023,No,Clear,38,Officer,High,Recorded,Completed
INC00003001,2023-003001,2023-02-06,09:52:00,2023-01-31,18:44:00,Theft,Property,2X,Misdemeanor,Commercial,5913 Oak St,40.864214,-74.17694,Central,20B,Southview,12192,6,1,65+,Unknown,Asian,3,Unknown,Female,Other,No,,Yes,Closed - Arrested,Arrest,Unknown,No,No,No,Yes,34562,0,No,OFF0239,2,151,3,Yes,No,Wednesday,Evening,Winter,February,2023,No,Clear,38,Victim,Low,Not Applicable / Pending,Not Applicable
INC00003002,2023-003002,2023-05-06,07:18:00,2023-04-30,09:32:00,Homicide,Violent,8F,Felony,Commercial,1669 Pine St,40.507384,-74.252449,South,18B,Northgate,14167,13,3,55-64,Unknown,Hispanic,0,Unknown,Unknown,Unknown,No,,No,Closed - Arrested,Unknown,Unknown,Yes,No,No,No,7899,0,Yes,OFF0117,2,49,4,Yes,No,Monday,Morning,Spring,May,2023,No,Snow,38,Witness,Low,Not Applicable / Pending,Not Applicable
INC00003003,2023-003003,2023-11-24,21:21:00,2023-11-22,04:32:00,Assault,Violent,3D,Misdemeanor,Office,9382 Pine St,40.72451,-73.992203,North,18C,Southview,77903,12,2,45-54,Female,Asian,0,18-24,Unknown,Black,No,,No,Closed - Arrested,Unfounded,Other,No,No,No,Yes,0,0,No,OFF0133,2,21,1,Yes,Yes,Sunday,Night,Fall,November,2023,No,Fog,43,Victim,Low,Not Applicable / Pending,Not Applicable
INC00003004,2023-003004,2023-04-05,18:29:00,2023-04-04,05:40:00,Burglary,Property,7V,Misdemeanor,Transit,1948 Oak St,40.829246,-73.884183,Central,8B,Westside,29069,3,3,Unknown,Female,Other,3,0-17,Male,Unknown,No,,No,Open,Arrest,Other,No,No,No,Yes,20943,0,No,OFF0001,2,74,2,Yes,No,Friday,Morning,Spring,April,2023,No,Rain,87,Officer,High,Not Applicable / Pending,Not Applicable
INC00003005,2023-003005,2023-11-23,02:02:00,2023-11-23,03:01:00,Theft,Property,3E,Felony,Commercial,6074 Main St,40.719953,-74.191517,East,13E,Midtown,18158,3,3,Unknown,Male,Black,1,25-34,Unknown,Black,Yes,,Yes,Closed - Arrested,Unknown,Unknown,No,No,No,No,5808,0,Yes,OFF0006,3,64,1,No,Yes,Saturday,Night,Fall,November,2023,No,Clear,44,Victim,Medium,Not Applicable / Pending,Pending
INC00003006,2023-003006,2023-04-01,09:45:00,2023-03-27,17:36:00,Weapons Violation,Other,7G,Infraction,Street,2729 Main St,40.875146,-74.108889,Suburbs,15D,Eastbrook,53846,11,2,65+,Unknown,Asian,3,45-54,Male,Hispanic,Yes,2023-04-07,Yes,Closed - Unfounded,Unknown,Unknown,No,No,No,No,35397,0,No,OFF0403,2,110,2,No,No,Monday,Evening,Spring,April,2023,No,Fog,65,Anonymous,Medium,Recorded,Completed
INC00003007,2023-003007,2023-08-03,19:13:00,2023-07-31,07:02:00,Assault,Violent,8Y,Felony,Park,4217 Pine St,40.775605,-74.060091,Central,18A,Eastbrook,28897,8,4,0-17,Unknown,White,2,35-44,Unknown,Unknown,Yes,,No,Closed - Unfounded,Unknown,Unknown,No,Yes,No,Yes,36550,0,Yes,OFF0090,2,86,3,No,Yes,Saturday,Morning,Summer,August,2023,No,Rain,85,Officer,Low,Not Applicable / Pending,Pending
INC00003008,2023-003008,2023-02-23,17:44:00,2023-02-20,16:38:00,Weapons Violation,Other,5G,Infraction,Convenience Store,2626 Oak St,40.954231,-73.942652,Downtown,11E,Eastbrook,20417,12,4,65+,Female,Asian,0,0-17,Unknown,Unknown,Yes,,No,Closed - Cleared,Unfounded,Blunt Object,Yes,Yes,No,No,0,0,No,OFF0248,3,72,3,No,No,Saturday,Afternoon,Winter,February,2023,No,Snow,83,Victim,Low,Not Applicable / Pending,Pending
INC00003009,2023-003009,2023-04-25,18:11:00,2023-04-25,17:57:00,Arson,Other,8G,Felony,Office,9910 Cedar St,40.898708,-73.808757,Central,6A,Riverside,75018,1,2,0-17,Male,Asian,2,Unknown,Female,Unknown,Yes,,No,Closed - Cleared,Arrest,Unknown,No,No,No,No,10557,0,No,OFF0321,2,170,4,Yes,No,Thursday,Evening,Spring,April,2023,No,Rain,85,Victim,High,Not Applicable / Pending,Pending
INC00003010,2023-003010,2023-03-14,18:01:00,2023-03-09,08:16:00,Homicide,Violent,6D,Infraction,School,2595 Pine St,40.84125,-73.932835,Suburbs,10D,Downtown Core,20500,9,3,35-44,Male,Asian,1,0-17,Female,Unknown,No,,No,Suspended,Unknown,Other,No,No,No,Yes,0,0,No,OFF0250,1,35,2,Yes,Yes,Thursday,Morning,Spring,March,2023,No,Clear,35,Officer,High,Not Applicable / Pending,Not Applicable
INC00003011,2023-003011,2023-07-23,18:17:00,2023-07-22,19:37:00,Vandalism,Other,4R,Felony,Restaurant,5582 Cedar St,40.49914,-74.007858,South,1A,Midtown,38185,12,1,35-44,Female,Unknown,3,25-34,Unknown,Unknown,Yes,2023-08-01,Yes,Closed - Cleared,Unknown,Knife,No,No,No,No,0,0,No,OFF0223,2,11,4,No,Yes,Tuesday,Evening,Summer,July,2023,No,Cloudy,42,Witness,Medium,Recorded,Completed
INC00003012,2023-003012,2023-11-06,12:23:00,2023-11-03,16:24:00,Assault,Violent,1T,Misdemeanor,Hospital,5412 Pine St,40.656031,-73.885013,Central,1E,Downtown Core,44408,11,3,18-24,Unknown,Asian,2,Unknown,Female,Unknown,Yes,2023-11-13,Yes,Closed - Arrested,Arrest,Unknown,No,No,No,Yes,0,0,Yes,OFF0432,1,188,3,No,No,Wednesday,Afternoon,Fall,November,2023,No,Rain,79,Officer,Medium,Recorded,Completed
INC00003013,2023-003013,2023-10-01,12:10:00,2023-10-01,21:34:00,Cybercrime,Other,1B,Infraction,Restaurant,3600 Maple St,40.647393,-73.859813,Suburbs,1C,Southview,60284,11,1,25-34,Male,White,1,Unknown,Male,Asian,Yes,2023-12-16,Yes,Open,Unfounded,Knife,No,Yes,No,No,46457,0,Yes,OFF0410,3,193,1,No,Yes,Tuesday,Night,Fall,October,2023,No,Fog,60,Third Party,Medium,Recorded,Completed
INC00003014,2023-003014,2023-08-09,00:18:00,2023-08-09,03:24:00,Domestic Violence,Other,3I,Misdemeanor,Mall,8273 Pine St,40.592294,-74.025021,North,9C,Hillside,76138,4,4,35-44,Female,White,3,Unknown,Unknown,Unknown,Yes,,No,Under Investigation,Arrest,Unknown,Yes,No,No,Yes,48590,0,No,OFF0064,3,95,3,Yes,Yes,Friday,Night,Summer,August,2023,No,Rain,50,Officer,High,Not Applicable / Pending,Pending
INC00003015,2023-003015,2023-08-18,15:14:00,2023-08-14,18:03:00,DUI,Other,2L,Infraction,Commercial,8823 Main St,40.518233,-73.952276,South,10B,Eastbrook,63207,6,4,35-44,Male,Black,1,18-24,Female,Unknown,No,,No,Closed - Arrested,Unfounded,Blunt Object,Yes,No,No,Yes,0,0,No,OFF0006,2,26,1,No,Yes,Sunday,Evening,Summer,August,2023,No,Snow,74,Third Party,Medium,Not Applicable / Pending,Not Applicable
INC00003016,2023-003016,2023-12-16,10:09:00,2023-12-16,16:07:00,Domestic Violence,Other,8P,Felony,Office,6656 Main St,40.946139,-74.016852,Downtown,6B,Midtown,92745,2,3,45-54,Female,White,2,35-44,Unknown,Unknown,Yes,2024-01-04,Yes,Closed - Unfounded,Arrest,Firearm,No,No,No,No,17703,0,No,OFF0403,1,141,3,Yes,No,Monday,Afternoon,Winter,December,2023,No,Clear,38,Third Party,Low,Recorded,Completed
INC00003017,2023-003017,2023-09-03,00:15:00,2023-08-30,23:11:00,Robbery,Property,4D,Misdemeanor,Other,3532 Oak St,40.490611,-74.129357,South,17B,Hillside,16645,10,1,45-54,Unknown,Asian,3,45-54,Unknown,Asian,Yes,,No,Closed - Cleared,Unknown,Firearm,No,No,No,No,0,0,No,OFF0216,3,171,0,Yes,No,Tuesday,Night,Fall,September,2023,No,Snow,84,Victim,Medium,Not Applicable / Pending,Pending
